Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","1314.526","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","614.636","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","699.89","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","418.329","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","900.03","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","1314.657","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","615.55","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","699.106","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","415.431","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","899.89","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","1315.926","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","617.15","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","698.775","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","412.594","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","899.848","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","1317.549","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","619.348","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","698.2","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","409.687","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","899.945","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1322.148","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","623.4","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","698.747","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","406.671","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","900.117","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1327.039","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","627.494","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","699.545","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","403.516","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","900.282","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1329.444","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","629.841","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","699.604","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","400.194","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","900.365","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1328.701","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","630.17","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","698.53","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","396.696","X","Figure from international organizations",""
"OA","Annual population","233","Estonia","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","900.342","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 No","47.479","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 No","24.738","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 No","22.741","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 No","33.033","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 No","14.561","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 No","46.81","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 No","24.356","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 No","22.454","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 No","32.672","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 No","14.785","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 No","46.005","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 No","23.901","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 No","22.105","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 No","32.089","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 No","15.012","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 No","45.096","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 No","23.395","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 No","21.701","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 No","31.437","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 No","15.203","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 No","44.131","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 No","22.848","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 No","21.284","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 No","30.835","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 No","15.415","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 No","43.805","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 No","22.654","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 No","21.151","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 No","30.354","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 No","15.686","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 No","44.138","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 No","22.834","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 No","21.305","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 No","30.02","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 No","16.038","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 No","44.495","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 No","23.02","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 No","21.476","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 No","29.899","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 No","16.352","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 No","44.865","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 No","23.203","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 No","21.662","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 No","29.972","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 No","16.608","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 No","45.203","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 No","23.373","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 No","21.831","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 No","30.105","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 No","16.832","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","45.66","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 No","23.613","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 No","22.047","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 No","30.086","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 No","17.172","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","46.245","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 No","23.924","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 No","22.322","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 No","29.858","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 No","17.668","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","46.813","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 No","24.241","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 No","22.572","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 No","29.606","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 No","18.163","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","47.392","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 No","24.567","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 No","22.825","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 No","29.401","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 No","18.573","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","47.989","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 No","24.9","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 No","23.088","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 No","29.248","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 No","18.895","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","48.291","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 No","25.081","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 No","23.211","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","29.077","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","19.208","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","48.313","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","25.096","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","23.217","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","28.959","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","19.424","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","48.361","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","25.109","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","23.253","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","28.904","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","19.544","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","48.411","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","25.13","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","23.282","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","28.831","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","19.654","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","48.429","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","25.151","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","23.279","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","28.756","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","19.761","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","48.41","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","25.139","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","23.271","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","28.68","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","19.87","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","48.386","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","25.106","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","23.279","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","28.636","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","19.972","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","48.392","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","25.084","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","23.307","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","28.603","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","20.063","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","48.418","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","25.07","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","23.349","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","28.584","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","20.163","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","48.465","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","25.05","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","23.414","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","28.572","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","20.27","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","48.816","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","25.209","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","23.607","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","28.577","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","20.388","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","49.5","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","25.57","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","23.93","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","28.598","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","20.519","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","50.23","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","25.959","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","24.272","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","28.63","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","20.66","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","50.955","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","26.36","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","24.596","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","28.672","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","20.817","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","51.681","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","26.749","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","24.932","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","28.709","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","20.983","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","52.415","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","27.13","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","25.285","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","28.741","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","21.155","X","Figure from international organizations",""
"OA","Annual population","234","Faroe Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","52.889","X","Figure from international organizations",""
